Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"PRKAA2","Protein Kinase AMP-Activated Catalytic Subunit Alpha 2","Protein Coding","50","GC01P056645","14.7700281143188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA2"
"ALMS1","ALMS1 Centrosome And Basal Body Associated Protein","Protein Coding","41","GC02P073385","14.7345552444458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALMS1"
"TP53","Tumor Protein P53","Protein Coding","51","GC17M007661","14.730655670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"SUMO4","Small Ubiquitin Like Modifier 4","Protein Coding","38","GC06P149401","14.6979913711548","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO4"
"GSK3B","Glycogen Synthase Kinase 3 Beta","Protein Coding","48","GC03M119821","14.6971397399902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B"
"CYP1A2","Cytochrome P450 Family 1 Subfamily A Member 2","Protein Coding","45","GC15P074748","14.5498485565186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1A2"
"SH2B1","SH2B Adaptor Protein 1","Protein Coding","42","GC16P038451","14.5486965179443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2B1"
"IL2","Interleukin 2","Protein Coding","44","GC04M122451","14.52503490448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"FABP2","Fatty Acid Binding Protein 2","Protein Coding","41","GC04M119317","14.4863882064819","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP2"
"APOC3","Apolipoprotein C3","Protein Coding","44","GC11P116829","14.4261741638184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC3"
"MAPK8","Mitogen-Activated Protein Kinase 8","Protein Coding","48","GC10P048306","14.3379144668579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8"
"UCP3","Uncoupling Protein 3","Protein Coding","42","GC11M074000","14.3238554000854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP3"
"PYY","Peptide YY","Protein Coding","42","GC17M043952","14.2992792129517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYY"
"CCK","Cholecystokinin","Protein Coding","41","GC03M042274","14.2600193023682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCK"
"GYS1","Glycogen Synthase 1","Protein Coding","48","GC19M060208","14.2145843505859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYS1"
"ADRB2","Adrenoceptor Beta 2","Protein Coding","48","GC05P148825","14.1842050552368","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2"
"CDKAL1","CDK5 Regulatory Subunit Associated Protein 1 Like 1","Protein Coding","39","GC06P020534","14.1608276367188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKAL1"
"MC4R","Melanocortin 4 Receptor","Protein Coding","45","GC18M060371","14.0986204147339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC4R"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","52","GC07P055019","14.0194454193115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"PIK3C2A","Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha","Protein Coding","46","GC11M017468","14.0187997817993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A"
"REN","Renin","Protein Coding","48","GC01M204154","13.9482593536377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"INPPL1","Inositol Polyphosphate Phosphatase Like 1","Protein Coding","48","GC11P072223","13.8368043899536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPPL1"
"HMGB1","High Mobility Group Box 1","Protein Coding","44","GC13M030456","13.7201652526855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","48","GC17M027756","13.698902130127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"UCP1","Uncoupling Protein 1","Protein Coding","43","GC04M140559","13.6054735183716","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP1"
"CD36","CD36 Molecule","Protein Coding","47","GC07P080369","13.6020231246948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36"
"CFTR","CF Transmembrane Conductance Regulator","Protein Coding","50","GC07P117287","13.4671936035156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR"
"KCNQ1","Potassium Voltage-Gated Channel Subfamily Q Member 1","Protein Coding","49","GC11P002444","13.4003238677979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1"
"GRB2","Growth Factor Receptor Bound Protein 2","Protein Coding","46","GC17M075318","13.3004245758057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB2"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","51","GC12P112418","13.276086807251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"CETP","Cholesteryl Ester Transfer Protein","Protein Coding","47","GC16P056961","13.2612190246582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETP"
"SIRT1","Sirtuin 1","Protein Coding","47","GC10P067884","13.238790512085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","48","GC01M186640","13.2123069763184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"PRKCB","Protein Kinase C Beta","Protein Coding","46","GC16P024101","13.1645221710205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCB"
"IL18","Interleukin 18","Protein Coding","42","GC11M112143","13.0845012664795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"PTF1A","Pancreas Associated Transcription Factor 1a","Protein Coding","41","GC10P023194","13.0816221237183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTF1A"
"ANGPTL8","Angiopoietin Like 8","Protein Coding","26","GC19P011238","12.9753761291504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL8"
"HK2","Hexokinase 2","Protein Coding","46","GC02P074833","12.9377288818359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK2"
"PNPLA3","Patatin Like Phospholipase Domain Containing 3","Protein Coding","40","GC22P043923","12.9161548614502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA3"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","49","GC18M063123","12.8444671630859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"NPY","Neuropeptide Y","Protein Coding","44","GC07P024290","12.8397083282471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY"
"HYMAI","Hydatidiform Mole Associated And Imprinted","RNA Gene","23","GC06M144002","12.8377208709717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYMAI"
"ADIPOR2","Adiponectin Receptor 2","Protein Coding","42","GC12P001670","12.8095245361328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR2"
"PCK2","Phosphoenolpyruvate Carboxykinase 2, Mitochondrial","Protein Coding","46","GC14P024094","12.8040037155151","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK2"
"GAST","Gastrin","Protein Coding","40","GC17P041712","12.7522020339966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAST"
"NEUROG3","Neurogenin 3","Protein Coding","40","GC10M069571","12.6942853927612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG3"
"FGF2","Fibroblast Growth Factor 2","Protein Coding","45","GC04P122826","12.6908302307129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2"
"AGT","Angiotensinogen","Protein Coding","49","GC01M230702","12.6888294219971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT"
"PRKCZ","Protein Kinase C Zeta","Protein Coding","48","GC01P002050","12.684157371521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCZ"
"SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","45","GC17M017810","12.6773452758789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1"
"CXCL8","C-X-C Motif Chemokine Ligand 8","Protein Coding","39","GC04P073740","12.586480140686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"SLC5A1","Solute Carrier Family 5 Member 1","Protein Coding","49","GC22P032043","12.5833349227905","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A1"
"HMOX1","Heme Oxygenase 1","Protein Coding","50","GC22P035380","12.5421619415283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"IGF2-AS","IGF2 Antisense RNA","RNA Gene","24","GC11P002140","12.5351076126099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2-AS"
"PON1","Paraoxonase 1","Protein Coding","46","GC07M095297","12.5274667739868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"HHEX","Hematopoietically Expressed Homeobox","Protein Coding","41","GC10P092689","12.4992895126343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HHEX"
"CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","46","GC09M022002","12.4977712631226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B"
"PDPK1","3-Phosphoinositide Dependent Protein Kinase 1","Protein Coding","48","GC16P002537","12.4911365509033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDPK1"
"CAT","Catalase","Protein Coding","49","GC11P034460","12.4898834228516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"GH-LCR","Growth Hormone Locus Control Region","Biological Region","2","GC17P063917","12.4510335922241","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH-LCR"
"GHRH","Growth Hormone Releasing Hormone","Protein Coding","37","GC20M037251","12.3943672180176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRH"
"PRKAB1","Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 1","Protein Coding","46","GC12P119632","12.390869140625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAB1"
"ZFP57","ZFP57 Zinc Finger Protein","Protein Coding","38","GC06M029672","12.3555889129639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP57"
"KCNJ5","Potassium Inwardly Rectifying Channel Subfamily J Member 5","Protein Coding","46","GC11P128891","12.302885055542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ5"
"AGTR1","Angiotensin II Receptor Type 1","Protein Coding","50","GC03P148697","12.3019046783447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","43","GC16M011693","12.272180557251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"HADH","Hydroxyacyl-CoA Dehydrogenase","Protein Coding","45","GC04P107989","12.2678737640381","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADH"
"CP","Ceruloplasmin","Protein Coding","48","GC03M149162","12.2599544525146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"SLC5A2","Solute Carrier Family 5 Member 2","Protein Coding","46","GC16P038675","12.23752784729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A2"
"PRKCD","Protein Kinase C Delta","Protein Coding","52","GC03P053156","12.2034149169922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD"
"FGF21","Fibroblast Growth Factor 21","Protein Coding","38","GC19P048832","12.1464424133301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF21"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","50","GC20P037344","12.0840005874634","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"ZMPSTE24","Zinc Metallopeptidase STE24","Protein Coding","41","GC01P040258","12.041600227356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMPSTE24"
"PRKAA1","Protein Kinase AMP-Activated Catalytic Subunit Alpha 1","Protein Coding","46","GC05M040759","12.0349550247192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA1"
"MAPK3","Mitogen-Activated Protein Kinase 3","Protein Coding","48","GC16M034986","12.0287036895752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3"
"HIF1A","Hypoxia Inducible Factor 1 Subunit Alpha","Protein Coding","46","GC14P061695","11.9686784744263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A"
"LOC110121471","VISTA Enhancer Hs1977","Biological Region","2","GC11P017412","11.9289970397949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110121471"
"CTNNB1","Catenin Beta 1","Protein Coding","51","GC03P041236","11.8999671936035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"WRN","WRN RecQ Like Helicase","Protein Coding","44","GC08P031033","11.8646039962769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN"
"SOD1","Superoxide Dismutase 1","Protein Coding","50","GC21P031659","11.8541049957275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"NR3C1","Nuclear Receptor Subfamily 3 Group C Member 1","Protein Coding","49","GC05M143277","11.8106908798218","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C1"
"EIF4EBP1","Eukaryotic Translation Initiation Factor 4E Binding Protein 1","Protein Coding","45","GC08P038291","11.8041543960571","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP1"
"FTO","FTO Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","45","GC16P053764","11.7992706298828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTO"
"CDKN3","Cyclin Dependent Kinase Inhibitor 3","Protein Coding","42","GC14P054398","11.7941904067993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3"
"VDR","Vitamin D Receptor","Protein Coding","50","GC12M047841","11.7823181152344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"GCKR","Glucokinase Regulator","Protein Coding","41","GC02P027496","11.7451486587524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCKR"
"SLC16A1","Solute Carrier Family 16 Member 1","Protein Coding","48","GC01M112952","11.74036693573","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A1"
"GAL","Galanin And GMAP Prepropeptide","Protein Coding","43","GC11P068695","11.6681900024414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAL"
"GCGR","Glucagon Receptor","Protein Coding","47","GC17P081804","11.6242275238037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCGR"
"G6PC1","Glucose-6-Phosphatase Catalytic Subunit 1","Protein Coding","36","GC17P049177","11.5927228927612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC1"
"IL1RN","Interleukin 1 Receptor Antagonist","Protein Coding","48","GC02P119865","11.562123298645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RN"
"HBA1","Hemoglobin Subunit Alpha 1","Protein Coding","42","GC16P008728","11.5313377380371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBA1"
"STAT5B","Signal Transducer And Activator Of Transcription 5B","Protein Coding","48","GC17M042199","11.5149726867676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5B"
"SOD2","Superoxide Dismutase 2","Protein Coding","49","GC06M159669","11.5140647888184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2"
"GGT1","Gamma-Glutamyltransferase 1","Protein Coding","48","GC22P024583","11.4468650817871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1"
"AHSG","Alpha 2-HS Glycoprotein","Protein Coding","44","GC03P186619","11.431619644165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSG"
"ISL1","ISL LIM Homeobox 1","Protein Coding","45","GC05P051383","11.4109497070313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISL1"
"CASR","Calcium Sensing Receptor","Protein Coding","50","GC03P122183","11.3837375640869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"MTTP","Microsomal Triglyceride Transfer Protein","Protein Coding","44","GC04P099563","11.3509607315063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTTP"
"MIR145","MicroRNA 145","RNA Gene","23","GC05P149430","11.3303289413452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR145"
"G6PC2","Glucose-6-Phosphatase Catalytic Subunit 2","Protein Coding","37","GC02P168901","11.3286752700806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC2"
"FOXA2","Forkhead Box A2","Protein Coding","44","GC20M022581","11.3280658721924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA2"
"BDNF","Brain Derived Neurotrophic Factor","Protein Coding","46","GC11M027654","11.310471534729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF"
"CYP2C9","Cytochrome P450 Family 2 Subfamily C Member 9","Protein Coding","48","GC10P094938","11.2407283782959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C9"
"MIF","Macrophage Migration Inhibitory Factor","Protein Coding","48","GC22P023894","11.2349710464478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF"
"MIR17","MicroRNA 17","RNA Gene","21","GC13P091350","11.2159585952759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17"
"PDCD1","Programmed Cell Death 1","Protein Coding","46","GC02M241849","11.2070808410645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD1"
"XBP1","X-Box Binding Protein 1","Protein Coding","44","GC22M028794","11.1408224105835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XBP1"
"MIR155","MicroRNA 155","RNA Gene","19","GC21P025573","11.1326513290405","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155"
"CCL5","C-C Motif Chemokine Ligand 5","Protein Coding","42","GC17M035871","11.1180515289307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5"
"SERPINA12","Serpin Family A Member 12","Protein Coding","39","GC14M099070","11.0215740203857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA12"
"OXT","Oxytocin/Neurophysin I Prepropeptide","Protein Coding","38","GC20P003068","10.9942903518677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXT"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","51","GC16P055390","10.989767074585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"GHSR","Growth Hormone Secretagogue Receptor","Protein Coding","46","GC03M172443","10.9574422836304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHSR"
"MLKL","Mixed Lineage Kinase Domain Like Pseudokinase","Protein Coding","41","GC16M074672","10.9471035003662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLKL"
"PPARD","Peroxisome Proliferator Activated Receptor Delta","Protein Coding","46","GC06P073549","10.9152145385742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARD"
"EDN1","Endothelin 1","Protein Coding","47","GC06P012256","10.9133386611938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","50","GC04P102501","10.8900032043457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"FABP4","Fatty Acid Binding Protein 4","Protein Coding","43","GC08M081478","10.8836622238159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4"
"SLC17A5","Solute Carrier Family 17 Member 5","Protein Coding","43","GC06M073593","10.8800601959229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","49","GC19P010284","10.8087425231934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"OPRM1","Opioid Receptor Mu 1","Protein Coding","48","GC06P154075","10.7625169754028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1"
